text,label
"I have always been a fan of the show so I'll admit that I am biased. When the show's run ended, I felt like too many questions remained unanswered. This movie to me felt like closure. To see all the people I'd followed over the past few years together at last was most rewarding. I have heard that this is probably the only Homicide movie that we can expect. If that is so, this is the appropriate way to go out. This movie is sometimes poignant, sometimes upsetting, but always satisfying. If you are or ever have been a fan of the show, watch this movie.",1
"My father, Dr. Gordon Warner (ret. Major, US Marine Corps), was in Guadalcanal and lost his leg to the Japanese, and also received the Navy Cross. I was pleasantly surprised to learn that my father was the technical adviser of this film and I am hoping that he had an impact on the film in making it resemble how it really was back then, as I read in various comments written by the viewers of this film that it seemed like real-life. My father is a fanatic of facts and figures, and always wanted things to be seen as they were so I would like to believe he had something to do with that.<br /><br />He currently lives in Okinawa, Japan, married to my mother for over 40 years (ironically, she's Japanese), and a few years ago was awarded one of the highest commendations from the Emperor of Japan for his contribution and activities of bringing back Kendo and Iaido to Japan since McArthur banned them after WWII.<br /><br />My father was once a marine but I know that once you are a marine, you're always a marine. And that is exactly what he is and I love and respect him very much.<br /><br />I would love to be able to watch this film if anyone will have a copy of it. And I'd love to give it to my father for his 94th birthday this year!",1
"Love the TV show. Was hooked first time I saw it. Wish I was there acting in with them. It touches reality when you love someone and you are thinking that you want to spend the rest of your life with, then at a turn of events that you meet someone else and that person is more of who you want to be with. You are in a situation were you have to choose one or the other. Someone is going to get hurt, there's no stopping that. Making the decision is hard but, do you want to go on being unhappy when you could have been. Why go on and live a life that you thought that you wanted or thinking you are doing the right thing and you both be unhappy. That other person isn't going to wait a life time waiting, they have a life a well. Making the decision that you really want will be better in the end. Making the best of what you have is a good thing a well. Money, cars, houses, etc....don't make you happy, having the one person that you really want to be with to share it with does.",1
"This is the official sequel to the '92 sci-fi action thriller. In the original, Van Damme was among several dead Vietnam War vets revived to be the perfect soldiers (Unisols). In this one, it's, I guess, about a dozen years later, since Van Damme has a daughter about that age. Now he's working with the government in a classified installation to train the latest Unisols - codenamed Unisol 2500, for some reason. As usual, something goes wrong: the on-site super-computer (named Seth - like the snake in ""King Cobra"" the same year) goes power-crazy, takes command of the Unisols, and even downloads its computer brain into a new super-Unisol body (Jai White). We're lookin' at the next step in evolution, folks! Most of Van Damme's fights are with one particularly mean Unisol (pro wrestler Goldberg) who just keeps on comin': drop him off a building - no good; run him down with a truck - no go! Shoot him, burn him - forgetaboutit! Much of the humor is traced to how Van Damme is now outmoded and out-classed(he's even going grey around the edges). But, though he takes a lickin', he keeps on kickin'! Most sequels of this sort are pretty lame - pale imitations of the originals, and while this one is certainly no stroke of genius, it manages to be consistently entertaining, especially if you're a pro-wrestling fan.",0
"I'm not sure why this little film has been banished into obscurity, as despite some rather silly goings on; The Sentinel is a clever and inventive horror film that gives most of the highly praised ghost stories of today more than a run for their money. Michael Winner has admitted many times that he's not the best director of all time, and that does shine through on a number of occasions with this film; but it has to be said that the film works in spite of it's uninspired direction, and the fact that Winner has somehow managed to round up a simply amazing cast of talent more than makes up for it. The plot is rich with mystery, and begins by focusing on Alison Parker and her hunt for a flat. She finds that she can't afford most properties she looks at, but thinks her luck has changed when she finds a fully furnished apartment for an affordable price. Her problems start soon after moving in, as she doesn't like her neighbours very much...and this problem increases when the property broker tells her that she has just one neighbour; an elderly blind priest on the top floor...<br /><br />The cast list is truly superb, with the relatively unknown Cristina Raines heading up a great support cast. Chris Sarandon is a little wooden in his role opposite Raines, but small parts for the likes of John Carradine, Eli Wallach, Ava Gardner, Jeff Goldblum and Christopher Walken, to name but a handful more than make up for Sarandon's lifeless portrayal. Michael Winner does a good job with his central location, as the block of flats provides a creepy and macabre setting for the story. The film is a little slow to start, but it's never boring; and Michael Winner's screenplay provides a surprise that's almost impossible to guess from the offset, which certainly deserves some praise. Like many similar slow-burning horrors, this one doesn't go for the money shot early on - but unlike many, the ending is a definite climax as Winner goes all out to shock the viewer, and if the rumour that he used actual human oddities is true; I've got to say that he does a very good job at it! Overall, while this film may be pure hokum whichever way you look at it; The Sentinel is one of the better films of its type, and it's definitely a major highlight for its director.",1
"this is a great film!!!<br /><br />I first saw this film when it came out. I just recently saw this film again and it still holds up to my memory of it. A lot of films we watched when we were younger don't seem to hold up when we watch them later in life. The film is actually a great 80's example of the type of films made then. Keaton is at his best, all the actors actually did a very good job and Ron Howard was very good at letting the story push the movie along instead forcing it. The pace of the film is fast with few slow spots and seeing the cars from the 80's is too funny. Being from the 80's I loved seeing the ugly pacer again. The film is a great film for any comedy lovers and 80's film lovers.",1
"I have seen this film on countless occasions, and thoroughly enjoyed it each time. This is mostly due to the lovely Erika Eleniak- a great actress with incredible looks. Plus, any film starring Tom Berenger and Dennis Hopper is bound to be entertaining.",1
"The only part lacking in this movie is Shue's part as the daughter wanting to follow in her ""aunt's"" footsteps as a daytime soap star. Otherwise it would be a perfect 10.<br /><br />It seems that every actor enjoyed their parts and overacting to fulfill their own enjoyment as well as the script - I have to wonder if a little ad lib'ing wasn't taking place in parts. It was well cast and there are some classic lines that will stick with you.<br /><br />It's a fantastic movie everyone should see at least once. I'd recommend not drinking anything that would sting coming out your nose.<br /><br />You'll definitely want to watch the last scene closely, 'Nurse Nan' has a little secret she'd rather not have shared with you.<br /><br />If you love daytime soaps or despise them, this move pokes fun in all the right places.",1
"Come on people. This movie is better than 4. I can see this happening...wealthy people have done crazier things than this. And it was funny.<br /><br />I watch a comedy to be entertained, escape from the pressures of the world for a short while, and not to have to take anything too seriously. This movie fully suits that purpose. I judge a movie on its own merits and am not about to compare Surviving Christmas to Blazing Saddles. I watched totally dysfunctional people grow into caring, likable individuals who could easily live down the street from my home. It will remain on my list of ""favorite.....must watch for the holiday season"". If you just want to have a fun 90 minutes, watch this one.",1
"I didn't expect to like this film as much as I did. I got it simply because I saw it on the list of Top 25 Most Controversial Films of All Time. It didn't look particularly great. I was pleasantly surprised to find that it was one of the most cleverly composed films of recent memory.<br /><br />It's about a twenty-year-old woman wants to know everything. She stores every bit of information she collects in an enormous archive. She experiments with experience in sex, political activism, and human relationships. Meanwhile, film's crew is shown making the film and we view their reactions to the story and each other. Nudity, explicit sex, and controversial politics kept this film from being shown in the US while its seizure by Customs was appealed. The film is a narrative yet it's a documentary that shows us the behind-the- scenes world of the filmmakers during the narrative, the fourth wall being broken. This film is the most direct possible way of making a movie I have ever seen. The movie predominantly works as a time capsule of 1960s psychedelic goings-on, freedom-fighting and sexual liberation. I like to think of it as much more than that.<br /><br />I didn't think I would want to waste my time with the blue version of this movie, but I actually really do. This film is a buried treasure. Give it a try.",1
"this was a personal favorite of mine when i was young, it had everything that was great with 90's kids movies... lovable dinosaurs, cute kids, an eccentric villain, and a few great songs (and not the typical little mermaid/beauty and the beast type songs, but ones that are atually entertaining)! i ran into this movie again recently and i still love it as much as ever! i recommend that everyone of every age should see this movie, and i definitely think that it should be introduced to the younger generations! sorry not the most informative, i'm in kinda a rush... just please, trust me. all who go against this movie are killing their inner child!",1
"""Homeward Bound: The Incredible Journey"" is one of those wonderful old movies about house pets. Deserves a place among the great movies of its genre and even the cinema world in general, together with other animal movies like ""Old Yeller"", ""Napoleon"", ""Fluke"" and ""Air Bud"". This means it is more than just a movie about pets.<br /><br />Can this possibly be just a ""remake""? It is too good to be a ""remake""! I know this one by heart, since my early teen years (when I was 12).<br /><br />It's a family movie to treasure. It's emotional, thrilling, adventurous, exciting, entertaining, humorous, charming, sweet, nostalgic, beautiful, heartwarming and sometimes dramatic. It's one of those movies to put a smile on the faces of those who appreciate this kind of films.<br /><br />This movie does not lack qualities. It has a well thought story, enjoyable characters, excellent and relaxing instrumental soundtrack, dazzling sceneries/landscapes of the magnificent Sierra mountains (in Oregon). Speaking of the vistas, it's not all mountains: forests, trees, rivers, waterfalls, sunsets... in conclusion, all of pure nature's wonders - truly a full panorama. <br /><br />The main human characters are nice, well developed and well portrayed by respective actors. Robert Hays is awesome as the kind-hearted dad, Bob Seaver. Kim Greist is good as Laura Burnford. Veronica Lauren is equally good as Hope. Kevin Chevalia is conventional as the youngest and cute brother Jamie (his appearance actually reminds me very much of Kevin Corcoran in ""Old Yeller""). Benj Thall is great as Peter Burnford.<br /><br />When it comes to our quadruped pals, Shadow is my favorite. Shadow is the loyal, wise, mature, beautiful, caring and loving old Golden Retriever (brilliantly voiced by Don Ameche). Chance, the American Bulldog, is the opposite of Shadow. He is carefree, silly, impatient, anxious, clumsy, hilarious and loves to play (voiced by the talented Michael J. Fox). Chance just can't stand still. Sassy is the epitome of cats's image: elegant, independent, very confident and self-proud, with a typical cat attitude but with a certain feline charm. Sassy is a Seal Point Himalayan cat, one of the most beautiful cat breeds. Sassy is voiced by Sally Field, who also does a good job.<br /><br />Our four-legged friends are, themselves, great ""actors"" by nature: Ben as Shadow, Rattler as Chance and Tiki as Sassy.<br /><br />It's an underrated movie, but a classic by its own right. Its sequel is clearly inferior.<br /><br />This should definitely be on Top 250.",1
"Frankly I don't understand why this movie has been such a big ""flop"" in publicity. Sharon Stone certainly has not lost any of her charisma and ""touch"" since ""Basic instinct"". I voted this film 10 and I tell you why: Game opens in London this time. London is the city where Catherine Tramell has moved since the events in BI1. Again she proves to be a mastermind manipulator of her own class -unchallenged. She is ""screwing your brain"" as Catherine with such a skill that in the end you don't be quite sure who is the real villain.<br /><br />As for the technical part of the film: Only real setback is the B-rate crew of actors. Sharon Stone is the only really big name in the cast compared to her and Michael Douglas etc in the first part. I also think BI2 would have been better had Sharon Stone been a bit younger but she is still quite stunning in her looks and has only improved concerning her charisma. Her B-rate ""assistants"" are not so bad either although I would have wanted some bigger names to the cast.<br /><br />I think there are quite good improvements in the basic plot. I think this is a far better thriller than many of the run-off-the-mill crap Hollywood so readily distributes these days. The plot is great, it's easy to see technically, you don't snore in the half way through the film and most important -the heath is on.",1
"Just saw this movie today at the Seattle International Film Festival, and enjoyed it thoroughly.<br /><br />Great writing and direction, excellent and believable interaction among the cast, and great comic timing as well.<br /><br />This movie touches on themes that are universal-family and separation. As a result, I can see European, Asian, and American audiences all finding points of similarity between this film and their own lives.<br /><br />If all that wasn't enough, this has the potential to be the best underground date movie of the year...somebody distribute this in the USA, please!<br /><br />Finally: thank you Maria Flom! It really is a great film.",1
"At the end of this episode Holmes asks Watson not to record the case for posterity.For a good reason! The super sleuth left his little grey cells(sorry Agatha)at home for this tale. There is no deductive reasoning,no acute analysis of signs at crime scenes. Holmes bumbles along fifty yards behind the plot. The dastardly CAM is finally dealt to by an old frail-in a manner that would have made Charles Bronson's heart swell with pride-six bullets in the breadbasket.In an ensuing chase a pursuer gets hold of one of Watson's shoes.Mercifully the writer didn't decide to tack on the story of Cinderella to lengthen the film.The murderess,Holmes and Watson,escape scot free. Oh well,it is a bit of a change of pace in late Victorian London.A bit of sixgun law:-)",0
"How wonderful. Yet another movie about America by someone who has visited here probably a half dozen times, a day a piece, and believes himself to be an ""expert"" on the country. Sheesh. I should take a trip to Germany for a week and then come back and make a movie about Germany as the ""land of Nazis"" or some such. Wim IL boy, you should get together with Lars von Trier and make the ULTIMATE movie about the Americans. Of course we all know it takes a pretentious left-leaning ""we are the world"" European to make a ""real"" movie about America.<br /><br />Yeah, right. For a continent that started not one but TWO world wars, Europe sure has a lot of opinions about America's wrong ""foreign policy"".<br /><br />P.S. Don't worry, Wim IL boy, there's plenty of UC-Berkeley Americans that'll just love your movie. Of course, these are the same people who thinks George W. Bush is worst than Hitler, and that a painting of a can of soup is ""sheer genius""!!",0
"In an attempt to cash in on the success of Universal's horror films Majestic Pictures hired several popular actors from the current genre and put them in this effort that (realistically speaking) is nowhere near as good. With that, this is still worth everyone's time and it's a heck of a lot of fun to view and in my opinion it's better than most of what is supposed to pass nowadays as horror! Story takes place in the small German town of Klineschloss where the bodies have been piling up completely drained of blood and with suspicious puncture marks. Burgermister Gustave Schoen (Lionel Belmore) shouts ""It's Vampires"" but the local police chief Karl Brettschneider (Melvyn Douglas) thinks it's a madman who's responsible and he vows to catch him.<br /><br />*****SPOILER ALERT***** The Burgermeister and most of the towns folk think that the local kook Herman Glieb (Dwight Frye) who loves bats and frequently talks to them is the one they are looking for and they chase him until he falls to his death in a cave. The one who is responsible for the killings is Dr. Otto von Niemann (Lionel Atwill) who has created a new form of tissue mass that feeds on blood and he accomplishes this by having some sort of mind control over his servant Emil (Robert Frazer) who goes out at night to collect the blood. Dr. Otto has a pretty assistant named Ruth Bertin (Fay Wray) and an annoying aunt named Gussie (Maude Eburne) but they have no clue what he's up to but Karl eventually become suspicious when one of the murders takes place after Herman's death.<br /><br />Frank R. Strayer was never confused with being James Whale but he was a pretty competent director who ended up directing most of the ""Blondie"" films in that series and with this film he uses the same sets from ""The Old Dark House"" which was also filmed at Universal. I'm the first to admit that this film is downright clumsy at times but it's practically impossible to resist a film that has a cast like this including Frye who is pretty much doing his Renfield role only this time he befriends bats and strokes them and keeps them in his pocket for safe keeping! One thing that just doesn't make sense is the mind control that Dr. Otto has over Emil as the film never explains this and I had a strong sense that this was some sort of nod to ""The Cabinet of Dr. Caligari"" but on the other hand it's probably just the weakest part of the script. There are a few other tidbits that I noticed including the chase of Frye to the big caves which is obviously an early shot of the infamous Bronson Canyon where numerous other films have been made and also Wray's brown hair which is her true color. True horror film fans will appreciate this more than others but I think this is a fun film to view for everyone and with a cast as attractive as this it's well worth a look.",1
"Just a note to add to the above comment. Fear of a Black Hat doesn't have the criminal who's image has been ripped off by the band, that's in CB4. Easily confused as the two films are so similar, but Black Hat is vastly the superior of the two..... yeah.",1
"I've read comments that you shouldn't watch this film if you're looking for stirring Shakespearian dialogue. This is true, unfortunately, because all the stirring dialogue, this wonderful play contains, has been cut, and replaced with songs. I've read this play, and recently was lucky enough to see it performed, at it remains one of my favourite Shakespearian Comedies, but this movie seems to take all that I like about it away. The Princess, though no doubt doing what she was directed to do, had no regal bearing, and all the girls seemed to lose the cleverness of their characters - also affected by unwise cuts, which not only took away the female characters already sparse dialogue, but took comments out of context - it was a little unnerving to hear the Princess proclaim; ""We are wise girls to mock our lovers so!"", when mocking had not taken place at all. The news reels throughout the film also disrupted the flow, and took away many excellent scenes, as they showed the information in the scenes after them, and were in modern phrasing. In conclusion, an excellent play, ruined by an odd concept, and unwise cuts. Kenneth, I usually love what you do. What were you thinking?",0
"LL Cool J performed much better in this movie that I expected! He did a fabulous job acting as a ""renegade"" cop within a ""renegade"" department. From the very beginning, he does a great job of building viewer empathy for his character and the predicament he's in. He acts as a sort of ""gentle giant"" -- a person whose rough exterior can scare anybody, yet whose heart is clearly in the right place from the very start -- and he does an amazing job. He was quite clearly the best character in the movie.<br /><br />This was certainly a performance that will not win Morgan Freeman any awards. After starring in powerhouse films like the Shawshank Redemption this film was certainly a step down. His role in Edison simply did not allow him to show his true talents as an actor -- and in terms of the conglomeration of characters placed him sadly on a back burner. There are so many ways his character (Moses Ashford) could have taken a more pivotal role. That he didn't was disappointing and a true let-down. I was hoping to see more from him in this film.<br /><br />Timberlake ought to have stayed in the music industry. His portrayal of a young journalist was poorly acted and unpersuasive. This movie is a typical action movie that (at least initially) bears some resemblance to corrupt police affairs LA has experienced in the past. Being an action movie, it has its share of shoot-em-up scenes, blood, and guts. These scenes are typically unrealistic and painfully predictable. Watching the beginning of the movie there is very little suspense as to what will happen at the end -- think of what you would typically expect in a good-cops/bad-cops conflict -- and it bears little resemblance to a REAL police shoot-out.<br /><br />What irked me most was the way Timberlake's character behaved during shoot-out scenes. He starts out having guns and not using them. Then when he finally gets around to using one he fires it as if he's been firing a gun his whole life. Then he runs out of bullets and doesn't have a gun -- and 30 seconds later, without moving or anything -- suddenly has 2 more fully loaded guns AND extra ammo?! Little plot errors like this really ruined the movie for me.<br /><br />If what you are looking for is a blatantly fictional plot in a fantasy world where everything turns out okay, then you'll probably love this movie. Personally, it doesn't matter to me what KIND of movie it is as long as it is realistic. Make me believe that the story is true. This story was so obviously fictional in so many aspects that I came away feeling unsatisfied.",0
"I am oh soooo glad I have not spent money to go to the cinema on it :-). It is nothing more than compilation of elements of few other classic titles like The Thing, Final Fantasy, The Abyss etc. framed in rather dull and meaningless scenario. I really can not figure out what was the purpose of creating this movie - it has absolutely nothing new to offer in its storyline which additionally is also senseless. Moreover there is nothing to watch - the FX'es look like there were taken from a second hand store, you generally saw all of them in other movies. But it is definitely a good lullaby.",0
"I first saw Ice Age in the Subiaco Cinemas when it came out, back in '02. I was only 13 at the time, but even then I liked it. It had some sort of warmth.<br /><br />We've had it on video for a number of years now and no matter how many times you watch it, it never gets boring. This is because of the one element which makes it different from all of the other 3D animations made at the time - The characters have no particular 'home' which they leave. They are nomads, and that's really refreshing and uplifting to watch.<br /><br />Also, each individual character on the surface, appear to be just putting up with each other, but they're really all good friends. As well, all of the characters have their own charms (even the bad guys). Sid the sloth is charming in his annoying, over-affectionate and naive sort of way. Manny is adorable in his depressed, reclusive character, and so on and so forth.<br /><br />Another great point about the movie is the beauty of the animation. All the environments and characters were modeled originally by clay, giving the film an artistic edge.<br /><br />Another aspect that adds to the feel of the movie, is that gender means very little. There are hardly any female characters, but you don't really realize that until after you watch it a few times and even then it has little effect on the way you view the film. Due to this, there's also no mention of a nuclear family which would really be pathetic in a setting like the ice age.<br /><br />All in all, Ice Age is a great movie and is proof on how much effort was put into 3d animations before Shrek 2 and The Incredibles came out.",1
"Gods, I haven't watched a movie this awful in a long while. Maybe not since 'The New Guy' or various Freddie Prinze Jr. movies. Yes, it is that astoundingly awful. Mira Sorvino's blank and wooden acting surely must've been inspired by Freddie. The movie staging was awkward (like a play, rather, and that feeling of confinement does NOT work well on film). The actors had no idea what they were doing, especially Sorvino. Her accent was awful and her sex appeal non-existent here so it was painful to see her 'seducing' other characters and they 'falling' for it. And what was with the occaisional shots of a live audience in lawn chairs? Nonsensical! I had to turn the dvd player off, it would have been self-inflicted pain to finish this film.",0
"Saving Grace is a nice movie to watch in a boring afternoon,when you are looking for something different than the regular scripts and wants to have some fun. I mean,the whole idea of this movie and all the marijuana in it is such a craziness! It was the first movie I watched with this theme(drugs/marijuana) that is not really criticizing it,only making jokes about it. Grace Trevethyn is a widow,who lives in a small town in U.K. and has many financial problems because of her dead husband, who committed suicide since he was full of debts. The problem is that Grace, who imagined to have some money saved for her, discovers that she needs to pay all of her husband's pounds in debts to not lose all of her things, specially her house that she loves so much. She never worked before, and is in a tragic situation until Matthew,her gardener who is very found of smoking pot, decides to make a partnership with her in selling marijuana in large scale.",1
